ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2653014-20250216,3005467,425288,1,MIDDLE BROW BREWPUB LLC,MIDDLE BROW,2002 N MOZART ST 1,CHICAGO,IL,60647,1,23,1-23,14,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2653014,RENEW,,12/15/2024,12/18/2024,N,02/16/2025,02/15/2027,12/18/2024,02/13/2025,AAI,,,41.91759015,-87.698749237,POINT (-87.69874923730616 41.917590149798)
25673-20250216,3003000,10510,1,"WILL'S NORTHWOODS INN, INC.",WILL'S NORTHWOODS INN,3032-3034 N RACINE AVE,CHICAGO,IL,60657,32,23,32-23,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,25673,RENEW,,12/15/2024,02/13/2025,N,02/16/2025,02/15/2027,02/13/2025,02/14/2025,AAI,,27,41.937206672,-87.659021553,POINT (-87.65902155261739 41.93720667186293)
1816975-20250216,3003001,10510,1,"WILL'S NORTHWOODS INN, INC.",WILL'S NORTHWOODS INN,3032-3034 N RACINE AVE,CHICAGO,IL,60657,32,23,32-23,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1816975,RENEW,,12/15/2024,02/13/2025,N,02/16/2025,02/15/2027,02/13/2025,02/14/2025,AAI,,27,41.937206672,-87.659021553,POINT (-87.65902155261739 41.93720667186293)
39232-20250216,3002906,3762,1,BERLIN CORPORATION,BERLIN,954 W BELMONT AVE,CHICAGO,IL,60657,44,20,44-20,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,39232,RENEW,,12/15/2024,02/14/2025,N,02/16/2025,02/15/2027,02/14/2025,02/14/2025,AAI,,17,41.940027954,-87.65357613,POINT (-87.65357612984606 41.94002795419316)
2551761-20250216,3003232,34912,1,"NISEI LOUNGE, LTD.",NISEI LOUNGE,3439 N SHEFFIELD AVE 1ST #,CHICAGO,IL,60657,44,36,44-36,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2551761,RENEW,,12/15/2024,02/13/2025,N,02/16/2025,02/15/2027,02/13/2025,02/14/2025,AAI,,17,41.944708682,-87.654105911,POINT (-87.65410591123208 41.94470868163818)
2256197-20250216,3002958,6642,1,BUCKS SALOON INC,REPLAY,3439 N HALSTED ST,CHICAGO,IL,60657,44,33,44-33,19,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2256197,RENEW,,12/15/2024,01/15/2025,N,02/16/2025,02/15/2027,02/14/2025,02/14/2025,AAI,,18,41.944817126,-87.649265431,POINT (-87.64926543059727 41.944817125602)
2084791-20250216,3003567,261056,1,2610 RESTAURANT INC.,IMPERIA LOUNGE,2610-2612 W PETERSON AVE,CHICAGO,IL,60659,40,10,40-10,24,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2084791,RENEW,,12/15/2024,02/07/2025,N,02/16/2025,02/15/2027,02/14/2025,02/14/2025,AAI,,,41.990577712,-87.695051595,POINT (-87.69505159486957 41.99057771185899)
42856-20250216,3003233,34912,1,"NISEI LOUNGE, LTD.",NISEI LOUNGE,3439 N SHEFFIELD AVE 1ST #,CHICAGO,IL,60657,44,36,44-36,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,42856,RENEW,,12/15/2024,02/13/2025,N,02/16/2025,02/15/2027,02/13/2025,02/14/2025,AAI,,17,41.944708682,-87.654105911,POINT (-87.65410591123208 41.94470868163818)
1351505-20250216,3003544,254997,1,"DOUBLE F F & B, INC.",KUBO,1232 W BELMONT AVE 1,CHICAGO,IL,60657,44,13,44-13,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1351505,RENEW,,12/15/2024,02/13/2025,N,02/16/2025,02/15/2027,02/13/2025,02/14/2025,AAI,,27,41.939925873,-87.660251881,POINT (-87.66025188109599 41.93992587298262)
2354690-20250216,3003450,86553,10,"SIDE BY SIDE, INC.",SIDETRACK,3345-3355 N HALSTED ST 1ST & 2ND,CHICAGO,IL,60657,44,33,44-33,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2354690,RENEW,,12/15/2024,12/15/2024,N,02/16/2025,02/15/2027,12/15/2024,12/16/2024,AAI,,8,41.943132595,-87.649217665,POINT (-87.64921766458053 41.94313259451181)
13547-20250216,3003156,27315,1,"1658 CLUB, INCORPORATED",CODY'S PUBLIC HOUSE,1658 W BARRY AVE 1,CHICAGO,IL,60657,32,40,32-40,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,13547,RENEW,,12/15/2024,12/16/2024,N,02/16/2025,02/15/2027,12/16/2024,12/16/2024,AAI,,27,41.937951353,-87.670908757,POINT (-87.67090875737219 41.93795135333893)
2152860-20250216,3004967,371950,1,"3143 WEST LOGAN BLVD, LLC",BILLY SUNDAY,3143 W LOGAN BLVD 1,CHICAGO,IL,60647,35,30,35-30,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2152860,RENEW,,12/15/2024,12/15/2024,N,02/16/2025,02/15/2027,12/15/2024,12/16/2024,AAI,,,41.927863043,-87.706605015,POINT (-87.70660501506578 41.92786304343622)
30037-20250216,3003187,31480,1,"SHEFFIELD'S BEER & WINE GARDEN, INC.",SHEFFIELD BEER & WINE GARDEN,3256-3258 N SHEFFIELD AVE 1,CHICAGO,IL,60657,44,39,44-39,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,30037,RENEW,,12/15/2024,12/16/2024,N,02/16/2025,02/15/2027,12/16/2024,12/17/2024,AAI,,17,41.94159066,-87.654304973,POINT (-87.65430497323777 41.94159066006034)
2717967-20250216,3003939,310784,1,"DIAMONDROCK CHICAGO CONRAD TENANT, LLC",THE GWEN,520 N MICHIGAN AVE 5-17,CHICAGO,IL,60611,42,48,42-48,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2717967,RENEW,,12/15/2024,12/16/2024,N,02/16/2025,03/15/2027,12/16/2024,12/17/2024,AAI,,,41.891688517,-87.624307178,POINT (-87.62430717812579 41.89168851736832)
2732890-20250216,3004268,359883,2,"UBBAR, LLC",THE BATON SHOW LOUNGE,4703-4713 N BROADWAY  LL+1,CHICAGO,IL,60640,46,6,46-6,19,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2732890,RENEW,,12/15/2024,01/21/2025,N,02/16/2025,02/15/2027,01/21/2025,01/22/2025,AAI,,,,,
2802940-20250216,3005501,432807,2,"AHTRST CONCESSIONS, LLC",HILTON GARDEN INN / CANOPY,226 W JACKSON BLVD LL-15,CHICAGO,IL,60606,42,9,42-9,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2802940,RENEW,,12/15/2024,01/16/2025,N,02/16/2025,02/15/2027,01/16/2025,01/17/2025,AAI,,,41.878220322,-87.634523879,POINT (-87.6345238791842 41.87822032159353)
30036-20250216,3003189,31480,1,"SHEFFIELD'S BEER & WINE GARDEN, INC.",SHEFFIELD BEER & WINE GARDEN,3256-3258 N SHEFFIELD AVE 1,CHICAGO,IL,60657,44,39,44-39,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,30036,RENEW,,12/15/2024,12/16/2024,N,02/16/2025,02/15/2027,12/16/2024,12/17/2024,AAI,,17,41.94159066,-87.654304973,POINT (-87.65430497323777 41.94159066006034)
2827124-20250216,3003149,26486,2,"J. & D. ENTERPRISES OF ILLINOIS, INC.",Shakers on Clark,3162 N CLARK ST 1,CHICAGO,IL,60657,44,20,44-20,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2827124,RENEW,,12/15/2024,01/16/2025,N,02/16/2025,02/15/2027,01/16/2025,01/17/2025,AAI,,17,41.939301096,-87.650321202,POINT (-87.65032120244555 41.9393010960117)
35524-20250216,3003060,15078,1,"NORTH SHEFFIELD, INC.",VAUGHAN'S PUB,2917 N SHEFFIELD AVE 1,CHICAGO,IL,60657,44,29,44-29,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,35524,RENEW,,12/15/2024,01/16/2025,N,02/16/2025,02/15/2027,01/16/2025,01/17/2025,AAI,,17,41.935002358,-87.653792375,POINT (-87.65379237472023 41.93500235831336)
11032-20250216,3002939,5152,1,"NINE-FIFTY, LTD.",KINCADE'S,950-952 W ARMITAGE AVE 1ST #,CHICAGO,IL,60614,43,11,43-11,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,11032,RENEW,,12/15/2024,12/17/2024,N,02/16/2025,02/15/2027,12/17/2024,12/18/2024,AAI,,,41.918221121,-87.652973053,POINT (-87.65297305297553 41.918221120708644)
1044229-20250216,3002944,5152,2,"NINE-FIFTY, LTD.",KINCADE'S,952 W ARMITAGE AVE LOWER #,CHICAGO,IL,60614,43,11,43-11,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1044229,RENEW,,12/15/2024,12/17/2024,N,02/16/2025,02/15/2027,12/17/2024,12/18/2024,AAI,,,41.918219763,-87.653057449,POINT (-87.65305744895191 41.91821976334081)
25947-20250216,3003004,10678,1,D C HENNING INC,BLACK SHEEP,2535-2537 W PETERSON AVE,CHICAGO,IL,60659,40,15,40-15,20,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,25947,RENEW,,12/15/2024,12/17/2024,N,02/16/2025,02/15/2027,12/17/2024,12/18/2024,AAI,,,41.990365689,-87.6935329,POINT (-87.69353289993734 41.9903656885798)
1991257-20250216,3003373,86298,11,"WHOLE FOODS MARKET GROUP, INC.",WHOLE FOODS MARKET,1550 N KINGSBURY ST,CHICAGO,IL,60642,27,46,27-46,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1991257,RENEW,,12/15/2024,12/18/2024,N,02/16/2025,02/15/2027,12/18/2024,12/20/2024,AAI,,,41.909398788,-87.653050698,POINT (-87.65305069789407 41.90939878780941)
2099331-20250216,3003023,13838,8,"CHRISTOPHER ST., LTD.",HYDRATE & ELIXIR,3452-3458 N HALSTED ST,CHICAGO,IL,60657,44,26,44-26,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2099331,RENEW,,12/15/2024,01/15/2025,N,02/16/2025,02/15/2027,01/15/2025,01/16/2025,AAI,,18,41.945219172,-87.649568641,POINT (-87.6495686413456 41.94521917152393)
1224704-20250216,3003010,11600,1,"BLUE IRIS CAFE, INC.",TRADER TODD'S RESTAURANT & BAR,3216 N SHEFFIELD AVE 1,CHICAGO,IL,60657,44,39,44-39,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1224704,RENEW,,12/15/2024,01/15/2025,N,02/16/2025,02/15/2027,01/15/2025,01/16/2025,AAI,,17,41.940455448,-87.654270853,POINT (-87.65427085300712 41.94045544818159)
1986127-20250216,3003371,86298,11,"WHOLE FOODS MARKET GROUP, INC.",WHOLE FOODS MARKET,1550 N KINGSBURY ST,CHICAGO,IL,60642,27,46,27-46,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1986127,RENEW,,12/15/2024,12/18/2024,N,02/16/2025,02/15/2027,12/18/2024,12/20/2024,AAI,,,41.909398788,-87.653050698,POINT (-87.65305069789407 41.90939878780941)
1991258-20250216,3003372,86298,11,"WHOLE FOODS MARKET GROUP, INC.",WHOLE FOODS MARKET,1550 N KINGSBURY ST,CHICAGO,IL,60642,27,46,27-46,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1991258,RENEW,,12/15/2024,12/18/2024,N,02/16/2025,02/15/2027,12/18/2024,12/20/2024,AAI,,,41.909398788,-87.653050698,POINT (-87.65305069789407 41.90939878780941)
35759-20250216,3003202,32932,1,2816 1/2 HALSTED CORP.,HARRIGAN'S,2816 N HALSTED ST 1ST,CHICAGO,IL,60657,44,29,44-29,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,35759,RENEW,,12/15/2024,01/15/2025,N,02/16/2025,02/15/2027,01/15/2025,01/16/2025,AAI,,8,41.933262074,-87.64917834,POINT (-87.64917834017973 41.93326207377274)
51645-20250216,3003088,17500,1,"ENTROPY, INC.",FOUR MOON TAVERN,1847 W ROSCOE ST 1ST,CHICAGO,IL,60657,32,9,32-9,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,51645,RENEW,,12/15/2024,01/14/2025,N,02/16/2025,02/15/2027,01/14/2025,01/15/2025,AAI,,,41.943140963,-87.675707395,POINT (-87.67570739466916 41.94314096316059)
1580-20250216,3002872,302,1,"1000 LIQUOR'S, INC.",1000 LIQUORS / BIG CITY TAP,1000-1012 W BELMONT AVE 1ST,CHICAGO,IL,60657,44,39,44-39,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1580,RENEW,,12/15/2024,12/30/2024,N,02/16/2025,02/15/2027,12/30/2024,12/31/2024,AAI,,17,41.94002036,-87.654172106,POINT (-87.65417210636889 41.940020360226804)
2762589-20250216,3005652,464993,2,"LOGAN HOSPITALITY RESTAURANT, LLC",ANDROS TAVERNA,2480 - 2542 N MILWAUKEE AVE,CHICAGO,IL,60647,35,14,35-14,14,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2762589,RENEW,,12/15/2024,01/13/2025,N,02/16/2025,02/15/2027,01/13/2025,01/14/2025,AAI,,,41.926348626,-87.70319622,POINT (-87.70319621979895 41.92634862637377)
25700-20250216,3003176,30353,1,"3420 BROADWAY, INC.",JACQUELINE'S,3420 N BROADWAY  1,CHICAGO,IL,60657,44,33,44-33,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,25700,RENEW,,12/15/2024,01/13/2025,N,02/16/2025,02/15/2027,01/13/2025,01/14/2025,AAI,,8,41.943728677,-87.645224733,POINT (-87.64522473280383 41.94372867692048)
10441-20250216,3003147,26414,1,THE TOY TAP INC,JOE'S ON BROADWAY,3563 N BROADWAY  1ST,CHICAGO,IL,60657,46,43,46-43,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,10441,RENEW,,12/15/2024,12/27/2024,N,02/16/2025,02/15/2027,12/27/2024,12/30/2024,AAI,,8,41.947256034,-87.647057507,POINT (-87.64705750744655 41.94725603414021)
38045-20250216,3003218,33576,1,"O SPOT, INC.",SCARLET BAR,3320 N HALSTED ST 1,CHICAGO,IL,60657,44,42,44-42,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,38045,RENEW,,12/15/2024,01/02/2025,N,02/16/2025,02/15/2027,01/02/2025,01/03/2025,AAI,,17,41.94247093,-87.649496781,POINT (-87.64949678051296 41.942470929736956)
2808983-20250216,3004199,357771,5,"BOTTLENECK 100, LLC",SOUTH BRANCH,100 S WACKER DR  100 & 140,CHICAGO,IL,60606,42,9,42-9,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2808983,RENEW,,12/15/2024,01/03/2025,N,02/16/2025,02/15/2027,01/03/2025,01/06/2025,AAI,,,41.880557025,-87.637131776,POINT (-87.63713177610846 41.8805570251432)
2977606-20250211,2977606,508566,1,THE ARBORY LLC,THE ARBORY,2219 W GRAND AVE FIRST 1M,CHICAGO,IL,60612,27,28,27-28,12,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2977606,ISSUE,07/02/2024,07/02/2024,07/02/2024,N,02/11/2025,02/15/2027,02/11/2025,02/11/2025,AAI,,,41.89061909,-87.6826056,POINT (-87.68260560041654 41.89061908968957)
3006458-20250207,3006458,398004,2,"THE GODDESS STATE STREET, INC.",The GODDESS GOLDCOAST,845-847 N STATE ST 1,CHICAGO,IL,60610,42,43,42-43,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,3006458,ISSUE,12/17/2024,12/17/2024,12/17/2024,N,02/07/2025,02/15/2027,02/07/2025,02/07/2025,AAI,,,41.897986585,-87.628088398,POINT (-87.62808839759518 41.8979865852922)
2988848-20250121,2988848,11474,1,CHR CORPORATION,THE FRONTIER,1072 N MILWAUKEE AVE,CHICAGO,IL,60642,1,56,1-56,12,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2988848,ISSUE,09/10/2024,09/10/2024,09/10/2024,N,01/21/2025,02/15/2027,01/21/2025,01/21/2025,AAI,,29,41.901283643,-87.663483625,POINT (-87.66348362488465 41.90128364339324)
1818338-20250116,3000331,316523,1,"LAWLOR'S ON 111TH STREET, INC.",O'CONNELL'S CORNER,3636 W 111TH ST 1,CHICAGO,IL,60655,19,4,19-4,22,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,1818338,RENEW,,11/15/2024,01/11/2025,N,01/16/2025,01/15/2027,01/11/2025,01/13/2025,AAI,,,41.691500334,-87.712075163,POINT (-87.71207516284547 41.69150033427282)
2134412-20250116,3000570,368868,1,T.M.D. CORPORATION OF IL.,JUKE JOYNT,515 E 47TH ST,CHICAGO,IL,60653,3,30,3-30,2,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2134412,RENEW,,11/15/2024,12/02/2024,N,01/16/2025,01/15/2027,12/02/2024,12/03/2024,AAI,,56,41.80932375,-87.613259591,POINT (-87.61325959055534 41.80932375021602)
2120944-20250116,3000566,366847,1,THE ITALIAN JOB LLC,SIENA TAVERN,51 W KINZIE ST,CHICAGO,IL,60654,42,55,42-55,18,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2120944,RENEW,,11/15/2024,12/16/2024,N,01/16/2025,01/15/2027,01/23/2025,01/24/2025,AAI,,,41.889118078,-87.629923303,POINT (-87.62992330278485 41.88911807836364)
2877326-20250116,3001450,486654,1,"PORKCHOP RESTAURANT AND BAR, LLC",Porkchop Restaurant and Bar | Big Tex Tacos | Meet and Whiskey,6341-6343 N BROADWAY  1,CHICAGO,IL,60660,48,27,48-27,24,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2877326,RENEW,,11/15/2024,01/03/2025,N,01/16/2025,10/15/2026,02/07/2025,02/10/2025,AAI,,26,41.997594186,-87.660344865,POINT (-87.66034486500234 41.997594186195435)
35841-20250116,2999503,86135,1,"EL MEXICO MODERNO BALLROOM, INC.",EL MEXICO MODERN BALLROOM INC,1643-1647 N CICERO AVE 1 & 2 BANQU,CHICAGO,IL,60639,37,2,37-2,25,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,35841,RENEW,,11/15/2024,01/15/2025,N,01/16/2025,01/15/2027,02/06/2025,02/07/2025,AAI,,,41.910931169,-87.74575021,POINT (-87.74575021004954 41.91093116886587)
2349887-20250116,3000683,392564,1,CJI ENTERTAINMENT LLC,No. 18 Karaoke,2201 S WENTWORTH AVE 2,CHICAGO,IL,60616,,,,,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2349887,RENEW,,11/15/2024,01/22/2025,N,01/16/2025,01/15/2027,01/29/2025,01/30/2025,AAI,,,41.852818394,-87.631861666,POINT (-87.63186166579213 41.85281839386875)
2631158-20250116,3001031,432320,1,6651 INC.,MONDAY BLUES,6651 N CLARK ST 1,CHICAGO,IL,60626,49,4,49-4,24,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2631158,RENEW,,11/15/2024,01/14/2025,N,01/16/2025,01/15/2027,01/14/2025,01/14/2025,AAI,,24,42.003205713,-87.672222792,POINT (-87.67222279211758 42.003205712631)
2083390-20250116,3000407,340167,1,"1412 WEST CHICAGO AVENUE, LLC",LUSH WINE & SPIRITS,1412 W CHICAGO AVE 1ST,CHICAGO,IL,60642,27,32,27-32,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2083390,RENEW,,11/15/2024,01/09/2025,N,01/16/2025,01/15/2027,01/09/2025,01/10/2025,AAI,,29,41.89625011,-87.662954107,POINT (-87.66295410715367 41.89625011016584)
2342232-20250116,3000672,388602,1,"VHC MIDDLE, LLC",UPSTAIRS VIRGIN HOTELS,203 N WABASH AVE 25,CHICAGO,IL,60601,42,9,42-9,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2342232,RENEW,,11/15/2024,12/17/2024,N,01/16/2025,01/15/2027,12/17/2024,12/18/2024,AAI,,,41.885828293,-87.626138262,POINT (-87.62613826248786 41.885828292802344)
1676098-20250116,3000224,299799,1,LUCKY INN INC.,LUCKY INN INC.,5948 W DIVERSEY AVE,CHICAGO,IL,60639,30,12,30-12,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1676098,RENEW,,11/15/2024,01/10/2025,N,01/16/2025,01/15/2027,01/10/2025,01/13/2025,AAI,,,41.931254722,-87.775517484,POINT (-87.77551748411777 41.93125472207035)
2314276-20250116,3000676,388610,1,"VHC UPPER, LLC",CERISE,203 N WABASH AVE 26,CHICAGO,IL,60601,42,9,42-9,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2314276,RENEW,,11/15/2024,12/17/2024,N,01/16/2025,01/15/2027,12/17/2024,12/18/2024,AAI,,,41.885828293,-87.626138262,POINT (-87.62613826248786 41.885828292802344)
2877774-20250116,3001503,491729,1,RANDALL'S PUB LLC,RANDALL'S PUB,6341 N CLARK ST GROUND,CHICAGO,IL,60660,48,20,48-20,24,1470,Tavern,767 | 829,Retail Sales of General Merchandise and Non-Perishable Food | Tavern - Consumption of Liquor on Premises,2877774,RENEW,,11/15/2024,11/27/2024,N,01/16/2025,01/15/2027,11/27/2024,11/29/2024,AAI,,,41.997507549,-87.670287028,POINT (-87.67028702779074 41.99750754864776)
1197540-20250116,2999116,11389,1,"ROBERT & ALLEN'S REGENCY INN,  INC.",REGENCY INN,5319 W DIVERSEY AVE,CHICAGO,IL,60639,31,46,31-46,25,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1197540,RENEW,,11/15/2024,12/20/2024,N,01/16/2025,01/15/2027,12/20/2024,01/16/2025,AAI,,,41.931248725,-87.759680662,POINT (-87.75968066162403 41.93124872462609)
13219-20250116,2999217,27222,1,3659 S. INDIANA CORPORATION,W. HIDEAWAY LOUNGE,3659 S INDIANA AVE  1ST,CHICAGO,IL,60653,3,58,3-58,2,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,13219,RENEW,,11/15/2024,11/18/2024,N,01/16/2025,01/15/2027,11/18/2024,11/19/2024,AAI,,,41.827954093,-87.62154879,POINT (-87.62154879010953 41.82795409340236)
1820588-20250116,3000334,317356,1,TRIER LAD'S INC.,"TRIER LAD'S, INC.",4010 W ARMITAGE AVE,CHICAGO,IL,60639,26,49,26-49,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1820588,RENEW,,11/15/2024,11/18/2024,N,01/16/2025,01/15/2027,11/18/2024,11/19/2024,AAI,,,41.917269325,-87.727080672,POINT (-87.7270806717635 41.917269324979415)
2027823-20250116,3000051,250611,1,"CASTELAN II, INC.",RESTAURANT EL RANCHITO,5959 W GRAND AVE,CHICAGO,IL,60639,36,7,36-7,25,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2027823,RENEW,,11/15/2024,01/06/2025,N,01/16/2025,01/15/2027,01/29/2025,01/30/2025,AAI,,,41.920426518,-87.775499002,POINT (-87.77549900214635 41.92042651834003)
50026-20250116,2999170,17259,5,"ODB ENTERPRISES, INC.",JEREMY LANIGANS,3119 -3123 W 111TH ST 1ST,CHICAGO,IL,60655,19,55,19-55,22,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,50026,RENEW,,11/15/2024,01/23/2025,N,01/16/2025,01/15/2027,01/23/2025,02/13/2025,AAI,,55,41.69147669,-87.699210478,POINT (-87.69921047840656 41.69147668957545)
14828-20250116,2999058,6565,1,"MYSTIC, INC.",BAR 106,10649 S PULASKI RD 1,CHICAGO,IL,60655,19,16,19-16,22,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,14828,RENEW,,11/15/2024,12/30/2024,N,01/16/2025,01/15/2027,12/30/2024,12/31/2024,AAI,,,41.698911053,-87.720503305,POINT (-87.72050330489338 41.69891105319152)
35842-20250116,2999502,86135,1,"EL MEXICO MODERNO BALLROOM, INC.",EL MEXICO MODERN BALLROOM INC,1643-1647 N CICERO AVE 1 & 2 BANQU,CHICAGO,IL,60639,37,2,37-2,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,35842,RENEW,,11/15/2024,01/15/2025,N,01/16/2025,01/15/2027,01/15/2025,01/16/2025,AAI,,,41.910931169,-87.74575021,POINT (-87.74575021004954 41.91093116886587)
2088254-20250116,3000455,351881,1,"HAYMARKET BREWING COMPANY, LLC",Haymarket Pub & Brewery,737-741 W RANDOLPH ST 1,CHICAGO,IL,60661,27,45,27-45,12,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2088254,RENEW,,11/15/2024,01/21/2025,N,01/16/2025,01/15/2027,01/21/2025,01/29/2025,AAI,,,41.884299517,-87.647213323,POINT (-87.64721332276186 41.88429951671007)
15282-20250116,2999059,6658,1,HONG HUAH INC.,HONG HUAH RESTAURANT,5924 W FULLERTON AVE 1,CHICAGO,IL,60639,30,11,30-11,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,15282,RENEW,,11/15/2024,12/30/2024,N,01/16/2025,01/15/2027,12/30/2024,12/31/2024,AAI,,,41.923957138,-87.77444354,POINT (-87.77444353972444 41.92395713760071)
37457-20250116,2999144,15416,1,GRAND CENTRAL CORPORATION,JEREZ SPORT BAR AND GRILL,5726 W GRAND AVE,CHICAGO,IL,60639,36,21,36-21,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,37457,RENEW,,11/15/2024,11/18/2024,N,01/16/2025,01/15/2027,11/18/2024,11/26/2024,AAI,,,41.919526594,-87.769375827,POINT (-87.76937582701346 41.919526594497476)
2093002-20250116,3000533,358925,2,LHC MANAGEMENT LLC,LAKESHORE SPORT & FITNESS,1320 W FULLERTON AVE 2,CHICAGO,IL,60614,32,48,32-48,19,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2093002,RENEW,,11/15/2024,12/26/2024,N,01/16/2025,01/15/2027,12/26/2024,12/27/2024,AAI,,,41.925357358,-87.661388544,POINT (-87.66138854381815 41.925357358100776)
2766830-20250116,3001217,471847,1,140 E. Walton Building LLC,The Drake Hotel,140 E WALTON PL 1,CHICAGO,IL,60611,2,23,2-23,18,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2766830,RENEW,,11/15/2024,12/23/2024,N,01/16/2025,01/15/2027,01/24/2025,01/27/2025,AAI,,,41.900118457,-87.623980519,POINT (-87.62398051946951 41.90011845725853)
22036-20250116,2999243,29423,1,HAPPY CRACOVIA LOUNGE. INC.,HAPPY CRACOVIA LOUNGE,2025 N CICERO AVE 1,CHICAGO,IL,60639,26,13,26-13,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,22036,RENEW,,11/15/2024,01/09/2025,N,01/16/2025,01/15/2027,01/09/2025,01/09/2025,AAI,,,41.917682344,-87.745996325,POINT (-87.74599632516068 41.91768234380252)
